Date,Year,是否节假日,所处节日,产品,产品部门,品类,促销活动,折扣类型,促销渠道,促销广告类型,广告媒体名称,客户类型,客户性别,客户城市,客户所在州,客户所在区域,经销商名称,交易类型,支付方式,numeric1,numeric2,销售金额,成本金额,毛利额
1/3/2016,2016,NonHoliday,ValentinesDay,SanTop Pain Killers,Medical,Pharmacy,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,New Martinsville,West Virginia,South,Ripe Warehouse,购买,Cash,83,67,97,51,577.9
1/3/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Canned Olives,Food,Canned Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Nashville,Tennessee,South,Ripe Warehouse,购买,Cash,16,-87,4345,2266,2851.9
1/3/2016,2016,NonHoliday,ValentinesDay,Mother's Choice Whole Milk,Food,Dairy,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Hammond,Louisiana,South,Ripe Warehouse,购买,Credit,68,78,5310,2925,3061.4
1/3/2016,2016,NonHoliday,ValentinesDay,Pam's Club Kidney Beans,Food,Canned Goods,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Grand Prairie,Texas,Southwest,Ripe Warehouse,购买,Credit,97,-15,2618,1188,1549.5
1/3/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Bourbon,Non-food,Liquor,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Jonesboro,Georgia,South,Ripe Warehouse,购买,Credit,81,-11,141,40,194.1
1/3/2016,2016,NonHoliday,ValentinesDay,BestPrice Mezcal,Non-food,Liquor,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Canton,Missouri,Midwest,Ripe Warehouse,购买,Credit,-13,11,5324,2651,2672.1
1/3/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Vanilla Ice Cream,Food,Frozen Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Plano,Texas,Southwest,Ripe Warehouse,购买,Credit,95,-47,4995,2691,2619.9
1/3/2016,2016,NonHoliday,ValentinesDay,ValueMart Canned Chili,Food,Canned Goods,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Oklahoma City,Oklahoma,Southwest,Ripe Warehouse,购买,Credit,68,-46,4050,2760,1569.6
1/3/2016,2016,NonHoliday,ValentinesDay,VidaSource Chocolate Chip Cookies,Food,Bakery,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Modesto,California,West,Ripe Warehouse,购买,Credit,-35,-47,1960,1424,721.9
1/3/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Hamburger Buns,Food,Bakery,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Waco,Texas,Southwest,Ripe Warehouse,购买,Credit,31,51,801,450,642.1
1/3/2016,2016,NonHoliday,ValentinesDay,SanTop Wheat Bread,Food,Bakery,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Anderson,Missouri,Midwest,Ripe Warehouse,购买,Cash,-55,69,237,193,465.1
1/3/2016,2016,NonHoliday,ValentinesDay,SanTop Canned Corn,Food,Canned Goods,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Belton,Missouri,Midwest,Ripe Warehouse,Return,Debit,34,-34,-4532,-1364,-3018.4
1/3/2016,2016,NonHoliday,ValentinesDay,EasyFind Dish Soap,Non-food,Cleaning Supplies,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Anthon,Iowa,Midwest,Ripe Warehouse,购买,Cash,-69,100,120,35,1016
1/3/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Rubber Gloves,Non-food,Cleaning Supplies,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,公司,0,Cambridge,Idaho,West,Ripe Warehouse,购买,Cash,42,-5,820,440,424.5
1/3/2016,2016,NonHoliday,ValentinesDay,DealZone Catfish,Food,Seafood,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Bay Shore,Michigan,Midwest,Ripe Warehouse,购买,Debit,-59,-7,6681,3604,3022.9
1/3/2016,2016,NonHoliday,ValentinesDay,Portland's Best Dish Soap,Non-food,Cleaning Supplies,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Montpelier,Vermont,East,Ripe Warehouse,购买,Credit,-78,-29,3000,1404,1602.1
1/3/2016,2016,NonHoliday,ValentinesDay,VidaSource Chocolate Chip Cookies,Food,Bakery,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Gresham,Oregon,West,Ripe Warehouse,购买,Credit,-67,63,5784,3600,2513.9
1/3/2016,2016,NonHoliday,ValentinesDay,Mother's Choice Asthma Inhaler,Medical,Pharmacy,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Union City,California,West,Ripe Warehouse,购买,Cash,-77,-2,6030,2760,3193.4
1/3/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Canned Chili,Food,Canned Goods,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Phoenix,Arizona,Southwest,Ripe Warehouse,购买,Cash,81,-79,2220,310,2615.1
1/3/2016,2016,NonHoliday,ValentinesDay,ValueMart Canned Chili,Food,Canned Goods,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Armstrong Creek,Wisconsin,Midwest,Ripe Warehouse,购买,Credit,72,-44,3240,2208,1297.6
1/3/2016,2016,NonHoliday,ValentinesDay,SanTop Air Freshener,Non-food,Cleaning Supplies,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Seattle,Washington,West,Ripe Warehouse,购买,Credit,75,79,738,332,1105.1
1/3/2016,2016,NonHoliday,ValentinesDay,Mother's Choice Asthma Inhaler,Medical,Pharmacy,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Albany,Vermont,East,Ripe Warehouse,购买,Cash,-8,-26,2412,1104,1367.6
1/3/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Cough Syrup,Medical,Pharmacy,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,New York City,New York,East,Ripe Warehouse,购买,Cash,41,92,1285,205,1967.4
1/3/2016,2016,NonHoliday,ValentinesDay,ValueMart Frozen French Fries,Food,Frozen Goods,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Plano,Texas,Southwest,Ripe Warehouse,购买,Debit,89,76,4873,2288,3251.6
1/3/2016,2016,NonHoliday,ValentinesDay,ValueMart Telephoto Lens,Misc,Photography,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Somerville,Massachusetts,East,Ripe Warehouse,购买,Credit,-82,-55,2535,1095,1660.5
1/3/2016,2016,NonHoliday,ValentinesDay,EasyFind Glazed Ham,Food,Meat,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,New York City,New York,East,Ripe Warehouse,购买,Debit,57,-69,2304,612,2225.1
1/3/2016,2016,NonHoliday,ValentinesDay,DealZone Catfish,Food,Seafood,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Batesburg,South Carolina,South,Ripe Warehouse,购买,Debit,27,21,3930,2120,1881.1
1/3/2016,2016,NonHoliday,ValentinesDay,SanTop Diabetes Blood Testing Kit,Medical,Pharmacy,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Dalton,Nebraska,Midwest,Ripe Warehouse,购买,Cash,53,-63,3321,2367,1403.9
1/3/2016,2016,NonHoliday,ValentinesDay,Pam's Club Antibiotics,Medical,Pharmacy,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Athens,Tennessee,South,Ripe Warehouse,购买,Credit,52,-73,2345,1820,1109.9
1/3/2016,2016,NonHoliday,ValentinesDay,Super-Valu Antibiotics,Medical,Pharmacy,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Abbot,Maine,East,Ripe Warehouse,购买,Credit,-78,62,3852,1746,2412.4
1/3/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Tuna,Food,Seafood,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Appleton,Wisconsin,Midwest,Ripe Warehouse,购买,Cash,15,-88,5772,3336,3225.4
1/3/2016,2016,NonHoliday,ValentinesDay,Portland's Best Electric Razor,Misc,Gifts,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Rocky Mount,North Carolina,South,Ripe Warehouse,Return,Debit,57,-70,-5264,-2422,-2295
1/3/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Bracelet,Misc,Gifts,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Laguna Niguel,California,West,Ripe Warehouse,购买,Debit,60,57,1218,980,622.9
1/3/2016,2016,NonHoliday,ValentinesDay,ValueMart Garlic,Food,Produce,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Carrizozo,New Mexico,Southwest,Ripe Warehouse,购买,Credit,88,47,363,226,445.9
1/3/2016,2016,NonHoliday,ValentinesDay,Portland's Best Dish Soap,Non-food,Cleaning Supplies,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Alton,Virginia,East,Ripe Warehouse,购买,Credit,-81,-68,2000,936,1445.4
1/3/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Canned Olives,Food,Canned Goods,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Brocton,Illinois,Midwest,Ripe Warehouse,购买,Check,-67,43,5530,2884,2763.9
1/5/2016,2016,NonHoliday,ValentinesDay,SanTop Wheat Bread,Food,Bakery,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Chillicothe,Missouri,Midwest,Ripe Warehouse,购买,Other,56,-70,1185,965,766
1/5/2016,2016,NonHoliday,ValentinesDay,BestPrice Chicken Noodle Soup,Food,Canned Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,El Paso,Texas,Southwest,Ripe Warehouse,购买,Cash,56,-8,3685,891,2856.4
1/5/2016,2016,NonHoliday,ValentinesDay,DealZone Chicken Wings,Food,Meat,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Gary,Indiana,Midwest,Ripe Warehouse,购买,Debit,-89,70,6669,2014,5056
1/5/2016,2016,NonHoliday,ValentinesDay,Pam's Club Ice Cream Sandwhiches,Food,Frozen Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Tulsa,Oklahoma,Southwest,Ripe Warehouse,购买,Credit,65,-78,3094,2652,1115.4
1/5/2016,2016,NonHoliday,ValentinesDay,ValueMart Frozen French Fries,Food,Frozen Goods,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Houston,Texas,Southwest,Ripe Warehouse,购买,Credit,-37,67,5316,2496,3231.9
1/5/2016,2016,NonHoliday,ValentinesDay,SanTop Rye,Non-food,Liquor,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Johnson City,Tennessee,South,Ripe Warehouse,购买,Credit,14,99,2849,1628,2215.1
1/5/2016,2016,NonHoliday,ValentinesDay,TopQuality Steak,Food,Meat,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Bowman,Georgia,South,Ripe Warehouse,购买,Cash,-17,48,2565,441,2337.4
1/5/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Feather Duster,Non-food,Cleaning Supplies,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Strongsville,Ohio,Midwest,Ripe Warehouse,购买,Other,-47,89,2254,210,2789.1
1/5/2016,2016,NonHoliday,ValentinesDay,Mother's Choice First Aid Kit,Medical,Medical,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Alloy,West Virginia,South,Ripe Warehouse,购买,Cash,22,36,2450,1204,1397.6
1/5/2016,2016,NonHoliday,ValentinesDay,ValueMart Splint,Medical,Medical,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Waukesha,Wisconsin,Midwest,Ripe Warehouse,购买,Credit,67,8,270,230,113.4
1/5/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Canned Olives,Food,Canned Goods,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Big Timber,Montana,West,Ripe Warehouse,购买,Credit,-11,-71,2300,800,1993.1
1/5/2016,2016,NonHoliday,ValentinesDay,TopQuality Strawberry Ice Cream,Food,Frozen Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Amidon,North Dakota,Midwest,Ripe Warehouse,购买,Cash,-7,90,814,352,1265
1/5/2016,2016,NonHoliday,ValentinesDay,Pam's Club Stuffed Animal,Misc,Gifts,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Berlin Center,Ohio,Midwest,Ripe Warehouse,购买,Cash,71,-53,1542,1032,861.9
1/5/2016,2016,NonHoliday,ValentinesDay,EasyFind Scallops,Food,Seafood,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Crowell,Texas,Southwest,Ripe Warehouse,购买,Debit,-89,33,1014,666,367.9
1/5/2016,2016,NonHoliday,ValentinesDay,EasyFind Canned Chicken Broth,Food,Canned Goods,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Pasadena,Texas,Southwest,Ripe Warehouse,购买,Credit,9,-7,2970,1356,1627.9
1/5/2016,2016,NonHoliday,ValentinesDay,Pam's Club White Bread,Food,Bakery,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Enderlin,North Dakota,Midwest,Ripe Warehouse,购买,Debit,70,51,7616,3458,4488.1
1/5/2016,2016,NonHoliday,ValentinesDay,Super-Valu Canned Chicken Broth,Food,Canned Goods,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Crowell,Texas,Southwest,Ripe Warehouse,购买,Credit,-13,-56,3472,880,2892.6
1/5/2016,2016,NonHoliday,ValentinesDay,Pam's Club Tuna,Food,Seafood,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Plano,Texas,Southwest,Ripe Warehouse,购买,Credit,-9,-9,5706,4356,1349.1
1/5/2016,2016,NonHoliday,ValentinesDay,SanTop Lactose Free Milk,Food,Dairy,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Big Timber,Montana,West,Ripe Warehouse,购买,Debit,-3,-13,1310,1210,113.9
1/5/2016,2016,NonHoliday,ValentinesDay,Pam's Club Stuffed Animal,Misc,Gifts,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Ozona,Texas,Southwest,Ripe Warehouse,购买,Debit,40,-26,1542,1032,617.6
1/5/2016,2016,NonHoliday,ValentinesDay,TopQuality Strawberry Ice Cream,Food,Frozen Goods,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Bloomington,Illinois,Midwest,Ripe Warehouse,购买,Credit,-18,73,370,160,724.9
1/5/2016,2016,NonHoliday,ValentinesDay,JoyDeal Canned Tomatoes,Food,Canned Goods,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Garland,Texas,Southwest,Ripe Warehouse,购买,Credit,28,-6,879,789,121.6
1/5/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Hard Cider,Non-food,Liquor,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Jacksonville,Florida,South,Ripe Warehouse,购买,Credit,-36,-37,1335,516,919.9
1/5/2016,2016,NonHoliday,ValentinesDay,Pam's Club Fried Fish Patties,Food,Seafood,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Rexburg,Idaho,West,Ripe Warehouse,购买,Cash,-27,-5,623,105,493.5
1/5/2016,2016,NonHoliday,ValentinesDay,Pam's Club Haddock,Food,Seafood,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Grand Prairie,Texas,Southwest,Ripe Warehouse,购买,Debit,12,81,6698,1632,5734.1
1/5/2016,2016,NonHoliday,ValentinesDay,BestPrice Chicken Noodle Soup,Food,Canned Goods,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Alto,Georgia,South,Ripe Warehouse,购买,Credit,-21,-2,670,162,487.4
1/5/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Feather Duster,Non-food,Cleaning Supplies,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Lightfoot,Virginia,East,Ripe Warehouse,购买,Credit,72,71,322,30,868.1
1/5/2016,2016,NonHoliday,ValentinesDay,Portland's Best Sling,Medical,Medical,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Gary,Indiana,Midwest,Ripe Warehouse,购买,Credit,98,22,2839,1513,1472.4
1/5/2016,2016,NonHoliday,ValentinesDay,Pam's Club Tuna,Food,Seafood,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Crawfordville,Florida,South,Ripe Warehouse,购买,Cash,-85,49,3804,2904,1055.1
1/5/2016,2016,NonHoliday,ValentinesDay,EasyFind Rubber Gloves,Non-food,Cleaning Supplies,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Mount Pleasant,Michigan,Midwest,Ripe Warehouse,购买,Other,68,-96,4488,3120,2357.6
1/5/2016,2016,NonHoliday,ValentinesDay,ValueMart Photo Albums,Misc,Photography,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Keshena,Wisconsin,Midwest,Ripe Warehouse,Return,Credit,-58,98,-3114,-414,-1797.6
1/5/2016,2016,NonHoliday,ValentinesDay,Super-Valu Butter,Food,Dairy,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Cookeville,Tennessee,South,Ripe Warehouse,购买,Cash,9,81,1584,154,2095.1
1/5/2016,2016,NonHoliday,ValentinesDay,Super-Valu Dish Soap,Non-food,Cleaning Supplies,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Jamestown,North Dakota,Midwest,Ripe Warehouse,购买,Cash,94,-12,11220,5720,5608.4
1/5/2016,2016,NonHoliday,ValentinesDay,BestPrice Feather Duster,Non-food,Cleaning Supplies,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Naples,Texas,Southwest,Ripe Warehouse,购买,Credit,27,-31,3024,840,2307.1
1/5/2016,2016,NonHoliday,ValentinesDay,EasyFind Green Peppers,Food,Produce,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Brownsboro,Alabama,South,Ripe Warehouse,购买,Credit,56,0,3640,3328,368
1/5/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Canned Chili,Food,Canned Goods,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,公司,0,Belspring,Virginia,East,Ripe Warehouse,购买,Credit,2,53,4884,682,4484.9
1/5/2016,2016,NonHoliday,ValentinesDay,Pam's Club Stuffed Animal,Misc,Gifts,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Brocton,Illinois,Midwest,Ripe Warehouse,购买,Credit,-66,13,2664,600,2014.9
1/5/2016,2016,NonHoliday,ValentinesDay,VidaSource Canned Tuna,Food,Canned Goods,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Elgin,Nebraska,Midwest,Ripe Warehouse,购买,Credit,56,24,1464,1272,305.6
1/5/2016,2016,NonHoliday,ValentinesDay,Super-Valu Antibiotics,Medical,Pharmacy,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,公司,0,Agate,North Dakota,Midwest,Ripe Warehouse,购买,Credit,-45,10,3424,1552,1837
1/5/2016,2016,NonHoliday,ValentinesDay,Mother's Choice Asthma Inhaler,Medical,Pharmacy,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Upland,California,West,Ripe Warehouse,购买,Credit,-49,-3,5628,2576,3003.9
1/5/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Picture Frames,Misc,Photography,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Spencer,Tennessee,South,Ripe Warehouse,购买,Credit,-35,48,6060,3084,3171.4
1/5/2016,2016,NonHoliday,ValentinesDay,DealZone Chicken Wings,Food,Meat,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Olathe,Kansas,Midwest,Ripe Warehouse,购买,Credit,-18,20,6318,1908,4432
1/5/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Rubber Gloves,Non-food,Cleaning Supplies,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Troy,Michigan,Midwest,Ripe Warehouse,购买,Credit,-21,43,820,440,543.9
1/5/2016,2016,NonHoliday,ValentinesDay,VidaSource Canned Tuna,Food,Canned Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Portland,Oregon,West,Ripe Warehouse,购买,Debit,-19,97,1464,1272,1113.9
1/5/2016,2016,NonHoliday,ValentinesDay,EasyFind Dish Soap,Non-food,Cleaning Supplies,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Seattle,Washington,West,Ripe Warehouse,购买,Credit,72,-74,264,77,806.6
1/5/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Hard Cider,Non-food,Liquor,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Arenzville,Illinois,Midwest,Ripe Warehouse,购买,Cash,90,99,4895,1892,4073.1
1/5/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Canned Chili,Food,Canned Goods,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Buena Park,California,West,Ripe Warehouse,购买,Credit,-1,-53,1776,248,1807.9
